mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	5/8	.c#.i	c#	i		i	i						m	1	1	0, -3, 1		0	0
3	2	3/8	V7/III	c#	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
4	3	0	III	c#	i		III	III						M	1	1	-3, 1, -2		-3	-3
4	3	3/8	iio6(9)	c#	i		iio6(9)	ii	o	6	9			o	1	1	-1, -4, 2	-3	2	-1
4	3	5/8	iio6	c#	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
5	4	0	V(64)	c#	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
5	4	3/8	V7(6)	c#	i		V7(6)	V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
5	4	5/8	V7	c#	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
6	5	0	i\\	c#	i		i	i					\\	m	1	1	0, -3, 1		0	0
7	6	0	I.I6	c#	I		I6	I		6				M	1	0	4, 1, 0		0	4
8	7	0	I	c#	I		I	I						M	1	0	0, 4, 1		0	0
8	7	1/4	V	c#	I		V	V						M	1	0	1, 5, 2		1	1
9	8	0	I6	c#	I		I6	I		6				M	1	0	4, 1, 0		0	4
10	9	0	V	c#	I		V	V						M	1	0	1, 5, 2		1	1
10	9	1/4	I	c#	I		I	I						M	1	0	0, 4, 1		0	0
10	9	3/8	V	c#	I		V	V						M	1	0	1, 5, 2		1	1
10	9	5/8	I6	c#	I		I6	I		6				M	1	0	4, 1, 0		0	4
11	10	0	V	c#	I		V	V						M	1	0	1, 5, 2		1	1
12	11	0	I[I	c#	I	I	I	I						M	1	0	0, 4, 1		0	0
12	11	5/8	V7	c#	I	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
13	12	0	I	c#	I	I	I	I						M	1	0	0, 4, 1		0	0
13	12	3/8	V7	c#	I	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
14	13	0	I	c#	I	I	I	I						M	1	0	0, 4, 1		0	0
15	14	0	V7	c#	I	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
15	14	1/4	V(6)	c#	I	I	V(6)	V			6			M	1	0	1, 5, 4		1	1
15	14	3/8	V7	c#	I	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
15	14	5/8	I	c#	I	I	I	I						M	1	0	0, 4, 1		0	0
16	15	0	V7	c#	I	I	V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
17	16	3/8	V(6)	c#	I	I	V(6)	V			6			M	1	0	1, 5, 4		1	1
